node_a,node_b,score_mean,score_p75,score_max,pair_count,human_action,human_notes
L2_N4f9516d8,L2_N9a2b3002,0.18393376469612122,0.18635326623916626,0.1887727888023841,2,keep,
L2_N4f9516d8,L2_N9ef25cc0,0.20325596630573273,0.21237170696258545,0.2214874255712603,2,keep,
L2_N4f9516d8,L2_N9f46f3fd,0.16588354110717773,0.1707644760608673,0.1756453921575373,2,keep,
L2_N4f9516d8,L2_Nb80d9c6e,0.1630076915025711,0.1630076915025711,0.16300768843538,1,keep,
L2_N4f9516d8,L2_Nd39445b0,0.2520197331905365,0.2520197331905365,0.2520197342373336,1,keep,
L2_N4f9516d8,L2_Nd5d2d592,0.15544304251670837,0.15544304251670837,0.1554430377700741,1,keep,
L2_N4f9516d8,L2_Nd77a7607,0.17856857180595398,0.17856857180595398,0.1785685734271089,1,keep,
L2_N4f9516d8,L2_Nff3b5230,0.17101162672042847,0.17410150170326233,0.1771913802585328,2,keep,
L2_N578f3b8a,L2_N6db20b9a,0.8136366009712219,0.8136366009712219,0.8136365790772591,2,keep,
L2_N5e2fe781,L2_N8228268e,0.16110944747924805,0.16110944747924805,0.1611094420280543,1,keep,
L2_N5e2fe781,L2_N9f46f3fd,0.21487142145633698,0.22275474667549133,0.2306380707210132,2,keep,
L2_N5e2fe781,L2_Nbd50000d,0.14644211530685425,0.14644211530685425,0.1464421159975282,1,keep,
L2_N5e2fe781,L2_Nbfebbffa,0.11769784241914749,0.11769784241914749,0.1176978429678958,1,keep,
L2_N5e2fe781,L2_Nd5d2d592,0.16138380765914917,0.16138380765914917,0.1613838096996239,1,keep,
L2_N5e2fe781,L2_Ne4cef915,0.15104694664478302,0.15104694664478302,0.1510469490316804,1,keep,
L2_N5e2fe781,L2_Nff3b5230,0.16137872636318207,0.16137872636318207,0.1613787285517329,1,keep,
L2_N60c3ab56,L2_Na5b73aaf,0.005836518947035074,0.005836518947035074,0.0058365191165249,1,keep,
L2_N60c3ab56,L2_Nc3c2ff15,0.2924201190471649,0.3831568956375122,0.4005605301479501,4,keep,
L2_N640a2992,L2_N6db20b9a,0.08211732655763626,0.08211732655763626,0.0821173299613098,2,keep,
L2_N649ec6c7,L2_N8228268e,0.23217269778251648,0.23722517490386963,0.2422776514380444,2,keep,
L2_N649ec6c7,L2_N9f46f3fd,0.16662344336509705,0.16788092255592346,0.1691384092571985,2,keep,
L2_N649ec6c7,L2_Nbd50000d,0.1586746722459793,0.1650364100933075,0.1713981627014207,2,keep,
L2_N649ec6c7,L2_Nf64b0b03,0.18473851680755615,0.18664570152759552,0.1885528913219133,2,keep,
L2_N68c2aa93,L2_N6db20b9a,0.17528019845485687,0.17528019845485687,0.1752802014079562,2,keep,
L2_N68c2aa93,L2_N709fdde1,0.19467023015022278,0.1967308521270752,0.1987914600248853,2,keep,
L2_N68c2aa93,L2_N8228268e,0.22473524510860443,0.22473524510860443,0.2247352487529081,1,keep,
L2_N68c2aa93,L2_Nc81ee0b8,0.18921232223510742,0.18929222226142883,0.1893721089661717,2,keep,
L2_N69b20189,L2_N8c3b0cad,0.1820744276046753,0.18421711027622223,0.1863598056921787,2,keep,
L2_N69b20189,L2_N8e687f9d,0.18710364401340485,0.18988046050071716,0.1926572815371167,2,keep,
L2_N69b20189,L2_N926fa20a,0.18898916244506836,0.19282986223697662,0.1966705608102536,2,keep,
L2_N69b20189,L2_N9a2b3002,0.36102616786956787,0.3685624301433563,0.3760987267051133,2,keep,
L2_N69b20189,L2_N9ef25cc0,0.20598900318145752,0.20844367146492004,0.2108983507777893,2,keep,
L2_N69b20189,L2_Nadf8c478,0.18750837445259094,0.19190236926078796,0.1962963769226107,2,keep,
L2_N69b20189,L2_Nb80d9c6e,0.18016648292541504,0.18016648292541504,0.1801664862201689,1,keep,
L2_N69b20189,L2_Nd77a7607,0.35749340057373047,0.3602615296840668,0.363029698069775,2,keep,
L2_N69b20189,L2_Ne4cef915,0.16112348437309265,0.1614302396774292,0.161736973032909,2,keep,
L2_N69b20189,L2_Nfeea0571,0.45980891585350037,0.4898431897163391,0.51987750408203,2,keep,
L2_N6d9c5da7,L2_N709fdde1,0.16678231954574585,0.1692473441362381,0.170783159202685,4,keep,
L2_N6d9c5da7,L2_Na75f0b05,0.15170259773731232,0.15170259773731232,0.1517025960347195,1,keep,
L2_N6d9c5da7,L2_Nb22f5139,0.16258321702480316,0.16258321702480316,0.1625832148334275,1,keep,
L2_N6d9c5da7,L2_Nbde783bd,0.1588040590286255,0.1588040590286255,0.1588040584292862,1,keep,
L2_N6d9c5da7,L2_Nd825449f,0.15407676994800568,0.15407676994800568,0.1540767635489395,1,keep,
L2_N6da1b013,L2_N709fdde1,0.16675297915935516,0.16675297915935516,0.1667529741845866,1,keep,
L2_N6da1b013,L2_N8228268e,0.14560073614120483,0.14560073614120483,0.1456007371803065,1,keep,
L2_N6da1b013,L2_N8ed52793,0.18047958612442017,0.18074224889278412,0.1810049152402552,2,keep,
L2_N6da1b013,L2_Na5b73aaf,0.158936008810997,0.158936008810997,0.1589360118674198,1,keep,
L2_N6da1b013,L2_Na75f0b05,0.15859806537628174,0.16084355115890503,0.1630890302861933,2,keep,
L2_N6da1b013,L2_Nbd50000d,0.15081506967544556,0.15081506967544556,0.1508150665621828,1,keep,
L2_N6da1b013,L2_Nbfebbffa,0.15099653601646423,0.15099653601646423,0.1509965345775462,1,keep,
L2_N6da1b013,L2_Nc3c2ff15,0.15223754942417145,0.15223754942417145,0.1522375472506708,1,keep,
L2_N6da1b013,L2_Nd5d2d592,0.19744166731834412,0.19856661558151245,0.1996915791244396,2,keep,
L2_N6da1b013,L2_Nd8a500a1,0.17024070024490356,0.17116370797157288,0.1720867111454541,2,keep,
L2_N6da1b013,L2_Ne1879105,0.1545666754245758,0.1565432846546173,0.1585198847902708,2,keep,
L2_N6db20b9a,L2_N709fdde1,0.15739889442920685,0.15739889442920685,0.1573988929680753,2,keep,
L2_N6db20b9a,L2_Nb22f5139,0.15506841242313385,0.15506841242313385,0.1550684187814781,2,keep,
L2_N6db20b9a,L2_Nbd50000d,0.18681560456752777,0.18759244680404663,0.1875924408905654,4,keep,
